activity_id,customer_id,activity_timestamp,activity_type,device_type,platform,session_duration
ACT233917,CUST33723,2026-02-23,Withdrawal,Tablet,iOS,30.56
ACT233918,CUST27210,2025-09-22,View Account,Mobile,Android,36.37
ACT233919,CUST11057,2023-11-27,View Account,Desktop,Android,22.93
ACT233920,CUST11113,2028-05-04,View Account,Tablet,Android,12.04
ACT233921,CUST32763,2026-04-01,Login,Tablet,iOS,10.32
ACT233922,CUST42270,2026-10-29,Transfer,Desktop,Web,7.87
ACT233923,CUST30243,2026-02-26,Login,,Android,9.01
ACT233924,CUST00068,2026-10-31,Logout,Desktop,iOS,
ACT233925,CUST47066,2025-04-20,,Desktop,Android,5.3
ACT233926,CUST02668,2024-05-18,Withdrawal,Mobile,iOS,13.94
ACT233927,CUST36022,2024-12-31,Login,Desktop,iOS,6.41
ACT233928,CUST03622,2027-04-05,View Account,,Android,41.9
ACT233929,CUST22359,2026-03-08,Profile update,Desktop,Android,14.53
ACT233930,CUST27898,2025-05-29,Transfer,Mobile,Windows,48.81
ACT233931,CUST49416,2026-07-02,View Account,Mobile,Windows,6.69
ACT233932,CUST12360,2028-05-07,Logout,Desktop,Android,17.83
ACT233933,CUST06325,2025-05-16,Login,Mobile,Android,6.66
ACT233934,CUST02837,2024-04-09,Payment,Desktop,Windows,23.2
ACT233935,CUST11689,2027-09-06,Login,Mobile,Android,31.64
ACT233936,CUST49154,2028-01-25,Payment,Desktop,Web,19.11
ACT233937,CUST40117,2028-07-14,View Account,Mobile,iOS,3.47
ACT233938,CUST40555,2026-08-09,Withdrawal,Desktop,Android,35.34
ACT233939,CUST01033,2027-01-12,Deposit,Tablet,Web,43.55
ACT233940,CUST36231,2025-06-22,View Account,Tablet,Windows,29.63
ACT233941,CUST03754,2025-04-05,Logout,Mobile,Android,9.75
ACT233942,CUST16671,2026-02-12,Login,Desktop,Android,6.99
ACT233943,CUST26523,2026-10-21,Payment,Tablet,iOS,10.51
ACT233944,CUST39361,2026-07-22,PAYMENT,Desktop,iOS,11.23
ACT233945,CUST23821,2025-12-02,Login,Tablet,Android,14.24
ACT233946,CUST33773,2027-07-20,Payment,Mobile,Android,29.18
ACT233947,CUST27017,2027-06-01,View Account,Mobile,Windows,11.43
ACT233948,CUST44516,2027-05-07,View Account,Mobile,Web,16.35
ACT233949,CUST04985,2025-12-06,Login,Mobile,Web,18.81
ACT233950,CUST27015,2026-08-23,Login,Desktop,Web,62.05
ACT233951,CUST30402,2024-03-14,View Account,Desktop,Windows,2.02
ACT233952,CUST35902,2027-04-06,View Account,Mobile,Windows,10.37
ACT233953,CUST29422,2026-06-17,View Account,Desktop,iOS,
ACT233954,CUST49085,2026-04-01,Logout,Mobile,Web,21.68
ACT233955,CUST43652,2024-02-29,View Account,Mobile,Android,16.48
ACT233956,CUST27837,2029-02-06,View Account,Mobile,Android,10.37
ACT233957,CUST28118,2023-06-02,Login,Desktop,iOS,38.05
ACT233958,CUST04856,2025-11-23,Logout,Desktop,Android,95.54
ACT233959,CUST41539,2025-10-22,Payment,Mobile,Windows,32.91
ACT233960,CUST20658,2023-10-16,View Account,Mobile,Android,32.09
ACT233961,CUST48832,2026-03-02,View Account,Mobile,Web,10.62
ACT233962,CUST45937,2026-05-06,View Account,Mobile,iOS,85.71
ACT233963,CUST46424,2028-01-19,Payment,Mobile,Android,13.52
ACT233964,CUST19390,2028-02-10,View Account,Tablet,Android,45.74
ACT233965,CUST21176,2025-02-23,,Mobile,iOS,7.99
ACT233966,CUST09651,2026-08-25,View Account,Mobile,Windows,14.43
ACT233967,CUST12857,2026-08-10,Login,Desktop,Android,7.67
ACT233968,CUST45180,2024-11-22,Login,Tablet,iOS,6.98
ACT233969,CUST20114,2027-08-01,Deposit,Tablet,Web,13.94
ACT233970,CUST39452,2025-10-21,Transfer,Mobile,Web,28.15
ACT233971,CUST40943,2027-02-09,Login,Mobile,Android,15.44
ACT233972,CUST25417,2026-11-10,Logout,Mobile,iOS,8.54
ACT233973,CUST01122,2023-12-31,,,iOS,2.77
ACT233974,CUST21831,2026-06-03,View Account,Mobile,Android,24.38
ACT233975,CUST06831,2027-10-30,Login,Mobile,Web,27.28
ACT233976,CUST24238,2025-07-21,ProfileUpdate,Mobile,Android,12.35
ACT233977,CUST06696,2023-12-26,View Account,Mobile,Web,7.26
ACT233978,CUST02744,2025-10-11,Transfer,Mobile,iOS,7.39
ACT233979,CUST41333,2027-06-14,Logout,Mobile,Web,16.59
ACT233980,CUST32881,2025-12-12,Login,Mobile,iOS,28.2
ACT233981,CUST36740,2027-08-26,Logout,Mobile,iOS,5.0
ACT233982,CUST41174,2028-02-28,Withdrawal,Desktop,Windows,6.07
ACT233983,CUST43294,2023-07-31,View Account,Tablet,Android,5.7
ACT233984,CUST06289,2024-10-30,View Account,Tablet,Android,43.02
ACT233985,CUST41842,2028-06-13,Logout,Desktop,Android,56.4
ACT233986,CUST44828,2027-07-20,Profile Update,Mobile,iOS,36.03
ACT233987,CUST08081,2024-09-22,Transfer,PC,Web,21.54
ACT233988,CUST39182,2028-09-01,Login,Tablet,Windows,8.28
ACT233989,CUST12424,2026-09-15,Login,Mobile,Android,-78.0
ACT233990,CUST10805,2026-05-03,View Account,Mobile,iOS,10.91
ACT233991,CUST36669,2026-08-24,,Mobile,Android,28.1
ACT233992,CUST03258,2025-07-03,View Account,Desktop,Android,
ACT233993,CUST08788,2026-02-01,Login,Desktop,Android,54.8
ACT233994,CUST16687,2026-06-09,Login,Mobile,Android,3.28
ACT233995,CUST09890,2025-07-23,View Account,Mobile,iOS,-48.0
ACT233996,CUST23452,2024-03-08,Login,Mobile,Android,6.84
ACT233997,CUST44176,2028-12-21,Logout,Mobile,Web,10.24
ACT233998,CUST47591,2025-12-14,Logout,Mobile,Android,3.14
ACT233999,CUST30181,2026-07-04,Login,Mobile,iOS,25.04
ACT234000,CUST22339,2028-02-17,Login,Mobile,Android,53.34
ACT234001,CUST34773,2025-09-15,View Account,Mobile,Web,16.21
ACT234002,CUST31213,2025-08-10,Login,Desktop,Web,45.97
ACT234003,CUST34201,2027-05-10,Payment,Mobile,iOS,3.87
ACT234004,CUST24982,2027-11-26,Login,Desktop,Web,
ACT234005,CUST47439,2025-10-18,Payment,Desktop,Android,11.18
ACT234006,CUST49140,2024-09-02,View Account,Mobile,iOS,6.49
ACT234007,CUST40299,2027-01-16,Login,Desktop,Web,30.74
ACT234008,CUST26630,2023-10-06,,Mobile,iOS,
ACT234009,CUST22594,2027-03-30,Login,Mobile,iOS,10.61
ACT234010,CUST44857,2025-04-25,Transfer,Mobile,iOS,4.62
ACT234011,CUST10430,2027-03-19,View Account,Tablet,Windows,30.37
ACT234012,CUST43654,2024-10-21,View Account,Tablet,Android,18.17
ACT234013,CUST08994,2025-03-07,Login,Tablet,Web,11.35
ACT234014,CUST43645,2026-11-15,View Account,,iOS,5.0
ACT234015,CUST24548,2025-04-29,Login,Mobile,iOS,22.62
ACT234016,CUST01898,2025-05-12,View Account,Mobile,Web,10.35
ACT234017,CUST16018,2024-12-22,Login,Mobile,Web,5.8
ACT234018,CUST08440,2025-07-06,Login,Mobile,Android,16.17
ACT234019,CUST41283,2024-05-20,View Account,Mobile,Android,3.55
ACT234020,CUST06842,2026-05-12,View Account,Mobile,Android,31.04
ACT234021,CUST28041,2026-10-18,Login,Desktop,iOS,8.24
ACT234022,CUST39250,2027-07-29,Withdrawal,Mobile,Web,36.86
ACT234023,CUST28389,2026-09-02,Login,Mobile,Android,15.71
ACT234024,CUST32545,2027-12-02,Login,Mobile,Web,15.25
ACT234025,CUST19555,2028-01-21,Transfer,Desktop,iOS,
ACT234026,CUST17106,2023-06-21,Login,,Web,11.09
ACT234027,CUST02279,2024-10-28,Transfer,Desktop,Web,13.63
ACT234028,CUST11720,2028-05-13,Payment,Desktop,Android,62.87
ACT234029,CUST07431,2024-07-17,View Account,Desktop,Android,16.72
ACT234030,CUST47284,2026-07-22,Login,Mobile,Android,6.3
ACT234031,CUST48080,2026-11-08,Deposit,,Web,5.8
ACT234032,CUST03117,2026-06-25,Login,Mobile,iOS,8.79
ACT234033,CUST34472,2027-11-05,Payment,Mobile,Android,8.08
ACT234034,CUST03662,2028-10-10,Payment,Desktop,Windows,5.59
ACT234035,CUST02074,2027-08-27,Profile Update,Mobile,Android,8.21
ACT234036,CUST31408,2026-02-09,Deposit,Mobile,Android,16.29
ACT234037,CUST14729,2026-08-04,Login,Mobile,Android,15.16
ACT234038,CUST33975,2027-04-10,Login,Mobile,iOS,9.51
ACT234039,CUST07426,2026-11-28,Login,Mobile,Android,38.17
ACT234040,CUST45142,2027-06-30,Login,Desktop,iOS,17.23
ACT234041,CUST49500,2024-01-29,Payment,Mobile,Android,10.75
ACT234042,CUST01650,2024-05-23,View Account,Mobile,iOS,9.16
ACT234043,CUST13695,2028-05-02,Withdrawal,Tablet,Android,59.66
ACT234044,CUST18775,2026-09-24,Login,Tablet ,Android,12.31
ACT234045,CUST06388,2023-05-24,Payment,Desktop,Android,12.18
ACT234046,CUST18046,2028-06-17,Login,Mobile,Web,17.71
ACT234047,CUST44313,2025-05-31,Login,Tablet,Android,8.98
ACT234048,CUST46297,2028-08-31,Deposit,Mobile,Android,13.27
ACT234049,CUST00506,2024-12-15,View Account,Mobile,Android,30.17
ACT234050,CUST48687,2026-08-12,Payment,Mobile,iOS,104.17
ACT234051,CUST05340,2024-12-17,Payment,Mobile,iOS,27.85
ACT234052,CUST16231,2023-12-29,Login,Mobile,Android,16.86
ACT234053,CUST42864,2029-04-28,View Account,Mobile,iOS,6.02
ACT234054,CUST42087,2025-09-22,Logout,Mobile,Android,67.55
ACT234055,CUST20624,2025-12-14,Transfer,,iOS,68.22
ACT234056,CUST03003,2026-11-08,Transfer,Desktop,Android,15.41
ACT234057,CUST21805,2025-09-08,Payment,,Android,3.46
ACT234058,CUST43825,2026-12-03,Login,Desktop,Android,5.17
ACT234059,CUST06569,2027-02-03,Logout,Mobile,Android,-2.0
ACT234060,CUST31176,2024-07-25,View Account,Mobile,Windows,16.63
ACT234061,CUST30391,2026-12-26,Login,Mobile,Android,25.31
ACT234062,CUST34689,2028-06-19,Profile Update,Mobile,iOS,12.54
ACT234063,CUST01031,2027-02-11,Deposit,Mobile,Android,12.08
ACT234064,CUST04491,2026-10-04,View Account,Desktop,Windows,25.93
ACT234065,CUST49932,2026-08-04,Login,Tablet,Android,9.15
ACT234066,CUST41347,2023-11-04,Login,Mobile,iOS,18.31
ACT234067,CUST04132,2026-10-16,View Account,Mobile,Android,4.97
ACT234068,CUST39916,2026-09-06,Payment,Tablet,Android,26.29
ACT234069,CUST43313,2026-04-10,Login,Tablet,Web,21.75
ACT234070,CUST36606,2025-06-12,View Account,Tablet,Web,19.62
ACT234071,CUST35542,2026-08-06,Logout,Mobile,Android,36.52
ACT234072,CUST10098,2026-09-11,Login,Mobile,Android,13.54
ACT234073,CUST24399,2029-01-28,Payment,Mobile,Android,5.36
ACT234074,CUST11070,2024-12-16,View Account,Desktop,Android,9.33
ACT234075,CUST02251,2024-08-11,Payment,Mobile,iOS,17.83
ACT234076,CUST11189,2026-10-07,View Account,Mobile,Android,44.94
ACT234077,CUST21053,2025-04-03,View Account,Mobile,Web,17.44
ACT234078,CUST31304,2024-12-14,Transfer,Mobile,iOS,47.25
ACT234079,CUST39549,2027-06-13,Login,Mobile,iOS,17.48
ACT234080,CUST32478,2024-12-16,View Account,Mobile,iOS,8.22
ACT234081,CUST07174,2025-11-09,Login,Desktop,iOS,24.07
ACT234082,CUST36345,2026-05-13,Payment,Desktop,iOS,15.36
ACT234083,CUST12103,2024-04-15,Logout,Mobile,Web,9.14
ACT234084,CUST14303,2028-02-19,View Account,Mobile,iOS,21.65
ACT234085,CUST30588,2028-07-23,Login,Desktop,Android,15.38
ACT234086,CUST35801,2024-04-26,View Account,Mobile,Web,37.76
ACT234087,CUST29449,2026-03-17,View Account,Mobile,Web,12.24
ACT234088,CUST48148,2026-02-22,Withdrawal,Mobile,Web,13.61
ACT234089,CUST06811,2028-06-11,View Account,Mobile,Web,
ACT234090,CUST32347,2026-02-13,Payment,Desktop,iOS,14.32
ACT234091,CUST34196,2026-10-14,Logout,Mobile,iOS,7.11
ACT234092,CUST25273,2024-11-03,View Account,Mobile,Android,18.2
ACT234093,CUST35254,2026-05-14,Withdrawal,Desktop,Android,33.42
ACT234094,CUST04966,2025-09-11,View Account,Mobile,iOS,8.22
ACT234095,CUST36818,2026-04-22,Login,Mobile,iOS,24.31
ACT234096,CUST26152,2027-08-12,Login,Mobile,Android,25.0
ACT234097,CUST20843,2026-10-22,Deposit,Mobile,Web,58.84
ACT234098,CUST28463,2026-09-11,Payment,Mobile,Windows,16.72
ACT234099,CUST19176,2023-10-12,View Account,Mobile,iOS,10.0
ACT234100,CUST09478,2025-01-14,View Account,Mobile,Android,2.16
ACT234101,CUST03291,2028-05-30,Login,,iOS,31.61
ACT234102,CUST45141,2024-05-13,Login,Mobile,iOS,3.16
ACT234103,CUST15454,2025-10-27,Logout,Tablet,Android,4.32
ACT234104,CUST23817,2025-12-09,View Account,,iOS,
ACT234105,CUST00542,2026-10-19,Logout,Desktop,iOS,
ACT234106,CUST16286,2027-11-09,View Account,Desktop,iOS,-6.0
ACT234107,CUST03996,2026-05-30,Login,Mobile,Web,18.43
ACT234108,CUST15760,2027-11-25,Transfer,Desktop,Android,4.31
ACT234109,CUST14034,2026-05-01,Login,Mobile,Android,36.01
ACT234110,CUST46749,2028-07-07,Login,Mobile,Android,14.64
ACT234111,CUST40508,2025-04-29,,Mobile,Web,50.79
ACT234112,CUST08407,2025-09-06,Login,Mobile,Windows,4.8
ACT234113,CUST04101,2026-08-18,View Account,Desktop,Android,34.46
ACT234114,CUST13626,2027-03-22,Logout,Mobile,iOS,17.91
ACT234115,CUST27813,2025-04-05,Login,Desktop,Android,3.61
ACT234116,CUST25739,2025-06-20,PAYMENT,Desktop,Windows,59.77
ACT234117,CUST39266,2026-07-23,Logout,Mobile,iOS,3.22
ACT234118,CUST05007,2029-03-02,Logout,Mobile,Android,
ACT234119,CUST31399,2026-06-29,View Account,Tablet,Web,7.76
ACT234120,CUST00182,2024-11-21,View Account,Desktop,iOS,18.85
ACT234121,CUST08993,2024-09-24,Transfer,Mobile,iOS,9.7
ACT234122,CUST16455,2025-10-19,Login,Tablet,iOS,7.19
ACT234123,CUST05177,2025-03-25,View Account,Mobile,Web,72.01
ACT234124,CUST14143,2024-05-11,Logout,Desktop,iOS,5.93
ACT234125,CUST48379,2025-10-24,View Account,Mobile,Web,6.87
ACT234126,CUST21075,2024-09-27,Login,Mobile,iOS,57.63
ACT234127,CUST21818,2026-07-31,View Account,Mobile,Android,20.09
ACT234128,CUST37813,2026-07-16,View Account,Mobile,iOS,14.6
ACT234129,CUST05067,2026-12-13,Payment,Mobile,iOS,10.57
ACT234130,CUST47184,2023-09-03,Login,Desktop,Web,24.21
ACT234131,CUST11543,2028-02-29,View Account,Mobile,iOS,19.76
ACT234132,CUST16677,2025-10-07,View Account,Mobile,Android,22.61
ACT234133,CUST34399,2028-03-03,View Account,Tablet,iOS,12.13
ACT234134,CUST36363,2025-04-10,Login,Mobile,iOS,24.89
ACT234135,CUST13065,2025-04-11,Login,Mobile,iOS,32.6
ACT234136,CUST44035,2026-02-22,Payment,Mobile,Android,23.02
ACT234137,CUST01217,2024-11-06,Login,Mobile,iOS,11.93
ACT234138,CUST42837,2029-02-14,View Account,Desktop,iOS,16.63
ACT234139,CUST24503,2025-08-08,View Account,Mobile,iOS,25.66
ACT234140,CUST46172,2025-11-03,View Account,Desktop,Web,14.37
ACT234141,CUST45718,2028-06-17,View Account,Desktop,Web,8.83
ACT234142,CUST39069,2026-01-17,View Account,Desktop,iOS,3.02
ACT234143,CUST49984,2025-06-17,View Account,Tablet,Web,24.33
ACT234144,CUST44973,2027-12-18,View Account,Tablet,Android,27.81
ACT234145,CUST31555,2026-10-14,View Account,Mobile,Web,23.16
ACT234146,CUST03686,2025-02-13,Login,Mobile,iOS,92.78
ACT234147,CUST33856,2023-03-18,View Account,Mobile,Android,13.76
ACT234148,CUST45320,2025-01-05,Profile Update,Desktop,Web,28.3
ACT234149,CUST46558,2025-01-16,View Account,,Android,33.06
ACT234150,CUST07729,2025-12-11,Transfer,Mobile,Android,43.25
ACT234151,CUST21148,2028-06-15,View Account,Desktop,iOS,17.95
ACT234152,CUST42850,2025-12-15,Withdrawal,Tablet,iOS,22.37
ACT234153,CUST43633,2026-08-25,Logout,Mobile,Android,7.65
ACT234154,CUST38753,2024-08-10,View Account,Desktop,Windows,9.56
ACT234155,CUST30272,2027-03-03,View Account,Desktop,Web,26.34
ACT234156,CUST48877,2026-12-22,View Account,Mobile,iOS,37.77
ACT234157,CUST42545,2028-12-07,Payment,Mobile,iOS,16.49
ACT234158,CUST20154,2027-07-17,Payment,Mobile,Web,4.15
ACT234159,CUST22318,2025-02-27,View Account,Mobile,iOS,44.2
ACT234160,CUST39445,2026-01-02,View Account,Tablet,Web,27.26
ACT234161,CUST06732,2028-05-10,Deposit,Tablet,Web,16.22
ACT234162,CUST48044,2026-03-30,,Mobile,Android,23.35
ACT234163,CUST48639,2024-10-21,Logout,Mobile,Web,21.08
ACT234164,CUST34628,2025-10-24,Transfer,Mobile,Android,3.98
ACT234165,CUST13288,2026-05-07,Logout,Mobile,Android,13.67
ACT234166,CUST35409,2026-09-07,Login,Mobile,Web,7.81
ACT234167,CUST03090,2025-09-29,View Account,Tablet,Web,9.63
ACT234168,CUST40625,2027-08-01,View Account,Mobile,Web,14.91
ACT234169,CUST09462,2025-06-16,View Account,Mobile,Android,6.23
ACT234170,CUST17354,2027-07-16,Login,Mobile,iOS,11.83
ACT234171,CUST40162,2023-10-05,Login,Mobile,Web,14.37
ACT234172,CUST04551,2027-01-13,View Account,Desktop,Android,18.59
ACT234173,CUST35949,2024-12-06,View Account,Mobile,Android,11.56
ACT234174,CUST42572,2026-08-19,Login,Tablet,Android,29.21
ACT234175,CUST09692,2025-11-18,View Account,Mobile,Windows,5.58
ACT234176,CUST14340,2024-07-19,Login,Mobile,Windows,42.62
ACT234177,CUST31464,2026-01-18,View Account,Mobile,iOS,16.9
ACT234178,CUST05792,2026-02-03,View Account,Desktop,Windows,6.48
ACT234179,CUST45027,2024-11-21,Logout,Mobile,Android,19.27
ACT234180,CUST01551,2025-10-23,View Account,Mobile,iOS,8.56
ACT234181,CUST01034,2027-08-20,Login,Tablet,iOS,10.71
ACT234182,CUST11328,2027-11-25,View Account,Desktop,Web,3.54
ACT234183,CUST18117,2027-01-02,View Account,Mobile,Android,17.33
ACT234184,CUST21043,2026-08-15,Login,Mobile,Android,15.53
ACT234185,CUST10033,2025-07-18,View Account,Desktop,iOS,5.13
ACT234186,CUST01844,2027-03-07,Login,Mobile,iOS,47.02
ACT234187,CUST41992,2027-02-19,Transfer,Mobile,Android,65.16
ACT234188,CUST19368,2026-03-02,Transfer,Mobile,Windows,33.06
ACT234189,CUST12464,2024-04-04,Logout,Mobile,iOS,102.5
ACT234190,CUST06229,2026-12-19,View Account,Mobile,Web,19.04
ACT234191,CUST17419,2026-01-02,View Account,Desktop,Android,8.82
ACT234192,CUST00486,2025-09-11,Login,Mobile,Android,14.74
ACT234193,CUST49414,2027-03-29,Transfer,Mobile,Windows,18.5
ACT234194,CUST25438,2027-01-18,View Account,Mobile,Web,4.48
ACT234195,CUST26191,2024-08-23,View Account,Desktop,Android,5.53
ACT234196,CUST15771,2026-03-24,Login,Mobile,Web,14.01
ACT234197,CUST04456,2026-10-18,Login,,Web,31.83
ACT234198,CUST10812,2024-06-26,Login,Mobile,Android,30.78
ACT234199,CUST26631,2027-10-31,Payment,Tablet,Web,32.64
ACT234200,CUST14775,2024-09-24,Logout,Mobile,Windows,34.77
ACT234201,CUST32818,2025-05-12,Login,Desktop,Web,70.56
ACT234202,CUST36103,2026-12-18,Logout,Mobile,Android,24.94
ACT234203,CUST35964,2026-03-07,Logout,Mobile,Android,5.44
ACT234204,CUST09982,2026-01-14,Login,Mobile,Android,31.06
ACT234205,CUST10400,2027-08-14,Login,Mobile,Web,57.01
ACT234206,CUST20402,2026-05-31,Deposit,Mobile,Android,4.33
ACT234207,CUST31262,2025-03-22,Withdrawal,Mobile,Web,48.15
ACT234208,CUST03566,2025-03-24,View Account,Mobile,Android,18.73
ACT234209,CUST19206,2024-02-29,View Account,Desktop,Android,13.07
ACT234210,CUST18272,2026-08-29,Transfer,Desktop,Android,17.24
ACT234211,CUST39509,2026-08-24,Withdrawal,Mobile,Android,8.16
ACT234212,CUST18221,2024-10-24,Deposit,Mobile,Android,104.8
ACT234213,CUST15561,2026-06-18,View Account,Mobile,WINDOWS,11.32
ACT234214,CUST14212,2027-02-26,View Account,Mobile,Android,4.17
ACT234215,CUST06313,2027-10-12,View Account,Mobile,Android,20.57
ACT234216,CUST14250,2025-10-09,Withdrawal,Mobile,Android,17.44
ACT234217,CUST14659,2027-05-12,View Account,Desktop,Android,26.36
ACT234218,CUST49015,2027-03-01,Transfer,Desktop,Android,6.2
ACT234219,CUST40464,2027-12-02,Payment,Mobile,Android,11.95
ACT234220,CUST01589,2025-08-02,Payment,Mobile,Android,18.26
ACT234221,CUST43161,2028-01-14,View Account,Mobile,Windows,18.11
ACT234222,CUST08316,2025-05-12,Withdrawal,Mobile,iOS,15.82
ACT234223,CUST29664,2025-07-31,Logout,Mobile,iOS,38.74
ACT234224,CUST38808,2027-10-08,Logout,Mobile,Android,14.86
ACT234225,CUST04120,2025-01-09,Payment,Mobile,Web,18.36
ACT234226,CUST34924,2024-01-24,Payment,Mobile,iOS,112.82
ACT234227,CUST04083,2025-10-08,Login,Mobile,Web,28.58
ACT234228,CUST03871,2024-05-28,View Account,Desktop,Android,34.14
ACT234229,CUST14034,2026-06-13,View Account,Desktop,iOS,16.16
ACT234230,CUST21721,2025-06-14,Transfer,Mobile,iOS,6.22
ACT234231,CUST32892,2026-07-13,Login,Desktop,Android,20.72
ACT234232,CUST13838,2026-07-03,Login,Mobile,Android,11.75
ACT234233,CUST11438,2023-06-23,Transfer,Desktop,Android,10.59
ACT234234,CUST24839,2028-06-02,Login,,Windows,
ACT234235,CUST31907,2027-01-02,Login,Mobile,iOS,24.09
ACT234236,CUST48006,2025-12-24,Logout,Mobile,Windows,80.1
ACT234237,CUST38425,2027-03-25,Transfer,Mobile ,Android,32.84
ACT234238,CUST22377,2027-01-19,Login,Mobile,iOS,20.76
ACT234239,CUST17536,2025-10-17,Withdrawal,Mobile,Android,6.16
ACT234240,CUST02575,2025-11-04,View Account,Mobile,Web,7.87
ACT234241,CUST22984,2028-11-26,Payment,Mobile,Android,13.12
ACT234242,CUST28292,2024-02-16,View Account,Mobile,Web,16.22
ACT234243,CUST37933,2027-12-13,Login,Mobile,Android,69.38
ACT234244,CUST27897,2025-08-15,View Account,Mobile,iOS,8.95
ACT234245,CUST02880,2025-10-12,Login,Mobile,Web,7.84
ACT234246,CUST31702,2026-06-18,View Account,Desktop,Windows,10.88
ACT234247,CUST49015,2028-02-02,View Account,Tablet,iOS,12.97
ACT234248,CUST02243,2024-07-09,Deposit,Mobile,iOS,11.12
ACT234249,CUST48146,2026-04-01,Login,Mobile,iOS,13.25
ACT234250,CUST11292,2027-09-22,Transfer,Mobile,Web,63.76
ACT234251,CUST31157,2027-07-09,Login,Mobile,iOS,22.0
ACT234252,CUST01767,2025-06-07,Login,Mobile,Android,53.43
ACT234253,CUST04102,2025-07-13,Login,Mobile,iOS,21.16
ACT234254,CUST32399,2024-01-20,Logout,Mobile,Android,11.41
ACT234255,CUST26934,2027-12-21,Profile Update,Mobile,iOS,41.41
ACT234256,CUST49993,2028-10-12,Payment,Mobile,Windows,
ACT234257,CUST31055,2023-12-22,Logout,Tablet,Android,18.71
ACT234258,CUST44806,2024-09-11,Deposit,Mobile,Android,10.06
ACT234259,CUST41546,2026-04-09,View Account,,Web,38.87
ACT234260,CUST10597,2025-11-22,Login,Tablet,Windows,4.82
ACT234261,CUST16725,2025-06-20,Withdrawal,Tablet,Web,11.04
ACT234262,CUST01955,2025-07-18,Profile Update,Mobile,iOS,12.35
ACT234263,CUST28018,2026-12-27,Login,Mobile,Android,12.31
ACT234264,CUST17289,2025-06-27,View Account,Mobile,Android,10.44
ACT234265,CUST27382,2025-08-24,Login,Desktop,Windows,16.43
ACT234266,CUST25336,2025-09-22,Logout,Mobile,Web,31.58
ACT234267,CUST04250,2024-05-12,View Account,Mobile,Android,72.71
ACT234268,CUST02370,2027-02-26,Logout,Mobile,iOS,16.5
ACT234269,CUST38957,2026-04-26,Transfer,Tablet,Android,2.55
ACT234270,CUST25310,2026-10-02,View Account,Mobile,Android,48.89
ACT234271,CUST37602,2026-02-07,Logout,Tablet,Android,16.8
ACT234272,CUST06823,2024-11-25,Payment,Desktop,iOS,8.02
ACT234273,CUST35580,2026-02-02,Profile Update,Desktop,Android,27.64
ACT234274,CUST29421,2025-04-29,Logout,Mobile,iOS,8.25
ACT234275,CUST16894,2024-12-18,Deposit,Mobile,Web,11.92
ACT234276,CUST42058,2025-11-05,Logout,Desktop,Android,6.99
ACT234277,CUST29124,2025-02-13,View Account,Tablet,Android,30.69
ACT234278,CUST06451,2025-11-07,Login,Desktop,Android,4.42
ACT234279,CUST05977,2026-01-06,View Account,Mobile,iOS,8.55
ACT234280,CUST20169,2026-11-26,Login,Desktop,Android,12.18
ACT234281,CUST17725,2024-04-04,View Account,Mobile,Android,20.47
ACT234282,CUST16413,2023-05-25,View Account,Mobile,iOS,41.26
ACT234283,CUST02174,2025-09-18,Login,Mobile,Android,6.19
ACT234284,CUST35907,2027-12-23,Logout,Tablet,ANDROID,51.22
ACT234285,CUST47300,2026-09-01,Logout,Mobile,Windows,2.9
ACT234286,CUST12307,2026-09-23,,Mobile,Web,12.01
ACT234287,CUST07634,2024-01-26,Login,Mobile,iOS,3.38
ACT234288,CUST18477,2027-09-07,Payment,Mobile,Android,2.59
ACT234289,CUST26901,2025-04-17,Logout,,Android,28.29
ACT234290,CUST49532,2026-04-25,,Tablet,Web,62.54
ACT234291,CUST44146,2028-01-19,View Account,Desktop,iOS,27.2
ACT234292,CUST33290,2028-11-13,View Account,Mobile,Android,41.56
ACT234293,CUST16445,2027-05-22,Payment,Mobile,iOS,6.02
ACT234294,CUST15860,2024-08-10,Login,Mobile,Android,16.25
ACT234295,CUST12879,2026-09-24,Withdrawal,Mobile,iOS,9.96
ACT234296,CUST45353,2028-07-15,Login,Mobile,Windows,7.26
ACT234297,CUST13963,2024-07-14,View Account,Mobile,Windows,5.76
ACT234298,CUST35002,2023-12-22,View Account,Mobile,Android,39.78
ACT234299,CUST38033,2026-01-14,Login,Mobile,Android,28.77
ACT234300,CUST40584,2025-09-09,Logout,Mobile,Android,8.57
ACT234301,CUST01901,2027-04-14,View Account,Desktop,Web,22.14
ACT234302,CUST38519,2026-08-29,Deposit,Mobile,iOS,25.53
ACT234303,CUST13742,2028-01-19,Transfer,Mobile,Android,47.18
ACT234304,CUST00438,2025-04-28,View Account,Mobile,Android,7.85
ACT234305,CUST04128,2026-07-03,Transfer,,Android,4.96
ACT234306,CUST21780,2025-07-26,Payment,Mobile,Android,6.29
ACT234307,CUST26969,2027-01-22,Transfer,Mobile,Web,19.99
ACT234308,CUST37138,2024-07-25,Withdrawal,Mobile,Android,19.43
ACT234309,CUST00422,2028-09-14,View Account,Mobile,Web,14.4
ACT234310,CUST22584,2025-07-15,View Account,Tablet,iOS,23.6
ACT234311,CUST37072,2028-09-21,Logout,Mobile,Android,33.44
ACT234312,CUST49703,2028-09-06,View Account,Tablet,Android,21.01
ACT234313,CUST27989,2026-08-07,PAYMENT,Desktop,iOS,2.94
